vulture,missouri,june 06
stork,kentucky,august 24
flamingo,maine,july 16
vulture,kansas,july 10
shoebill,maine,september 19
albatross,missouri,august 23
bald eagle,new york,june 25
long-tailed duck,maine,may 28
long-tailed duck,new york,july 20
bald eagle,kentucky,august 30
albatross,missouri,august 18
vulture,new york,august 03
common teal,kentucky,september 28
flamingo,kansas,may 25
albatross,maine,august 05
bald eagle,new york,july 29
shoebill,kentucky,june 15
vulture,kentucky,august 09
stork,missouri,june 28
vulture,new york,july 27
vulture,missouri,september 03
albatross,missouri,august 12
shoebill,michigan,september 25
bald eagle,michigan,june 10
vulture,kentucky,september 20
common teal,missouri,august 15
little grebe,new york,june 27
shoebill,new york,july 02
vulture,new york,august 31
vulture,kansas,july 28
stork,missouri,may 05
long-tailed duck,new york,july 21
shoebill,michigan,june 19
albatross,new york,june 27
little grebe,missouri,november 20
heron,kansas,june 23
long-tailed duck,michigan,may 25
heron,michigan,july 28
heron,new york,november 15
albatross,missouri,september 09
shoebill,missouri,august 26
common teal,missouri,july 04
little grebe,michigan,august 09
flamingo,kentucky,june 16
long-tailed duck,missouri,september 05
vulture,missouri,october 13
vulture,missouri,august 01
bald eagle,kansas,august 25
long-tailed duck,missouri,may 05
vulture,kansas,september 16
shoebill,michigan,may 17
common teal,kansas,may 19
common teal,maine,july 27
common teal,missouri,june 17
common teal,new york,august 23
vulture,kansas,october 08
little grebe,michigan,august 18
stork,missouri,may 17
shoebill,missouri,may 08
heron,kentucky,may 10
common teal,kentucky,september 04
vulture,new york,november 14
stork,michigan,april 24
stork,missouri,june 26
flamingo,michigan,july 29
stork,michigan,july 21
shoebill,new york,july 29
shoebill,new york,june 27
flamingo,new york,may 11
heron,missouri,july 04
shoebill,missouri,may 18
vulture,new york,august 05
little grebe,missouri,may 24
heron,michigan,august 14
stork,kansas,august 05
shoebill,missouri,september 17
bald eagle,new york,july 27
albatross,kentucky,june 14
shoebill,new york,july 09
stork,kentucky,april 20
heron,kansas,april 26
flamingo,maine,may 28
heron,kansas,july 03
little grebe,missouri,june 23
bald eagle,kansas,may 07
vulture,maine,june 01
bald eagle,kentucky,july 31
bald eagle,kansas,may 29
shoebill,kentucky,june 22
flamingo,new york,august 22
little grebe,maine,july 03
long-tailed duck,new york,september 15
vulture,kentucky,june 08
shoebill,new york,may 02
little grebe,kansas,july 10
vulture,kansas,december 07
long-tailed duck,missouri,march 26
flamingo,missouri,june 26
shoebill,missouri,august 06
flamingo,kentucky,september 06
flamingo,missouri,may 28
flamingo,missouri,april 29
stork,kentucky,september 04
shoebill,new york,may 25
vulture,maine,july 27
little grebe,kentucky,june 24
long-tailed duck,maine,august 01
heron,kansas,may 29
bald eagle,missouri,october 21
heron,kansas,july 07
little grebe,new york,june 12
flamingo,michigan,august 20
stork,kentucky,august 07
vulture,new york,february 20
stork,new york,july 27
heron,michigan,august 08
little grebe,new york,june 05
little grebe,new york,august 22
vulture,missouri,december 06
little grebe,michigan,july 03
little grebe,kentucky,april 13
stork,missouri,august 07
stork,maine,june 13
flamingo,new york,july 25
common teal,new york,may 20
little grebe,kentucky,june 15
vulture,kansas,august 03
long-tailed duck,kentucky,june 21
common teal,new york,october 21
common teal,michigan,august 15
flamingo,kansas,september 01
stork,kansas,march 22
stork,michigan,may 29
albatross,kentucky,august 26
vulture,maine,may 23
bald eagle,new york,july 11
long-tailed duck,missouri,august 09
long-tailed duck,maine,august 28
common teal,new york,august 27
vulture,missouri,august 12
stork,michigan,july 02
shoebill,michigan,july 13
long-tailed duck,michigan,june 22
vulture,michigan,july 19
shoebill,maine,june 30
shoebill,michigan,october 04
stork,new york,august 18
long-tailed duck,kansas,july 20
long-tailed duck,michigan,march 18
flamingo,kentucky,june 18
little grebe,michigan,june 05
bald eagle,kentucky,april 07
bald eagle,kentucky,april 23
shoebill,kentucky,july 06
stork,michigan,august 01
little grebe,kansas,july 23
bald eagle,new york,july 05
vulture,michigan,july 25
common teal,kansas,july 01
vulture,new york,june 17
long-tailed duck,kansas,may 30
heron,kansas,july 22
shoebill,maine,august 22
shoebill,kentucky,august 02
flamingo,new york,september 24
little grebe,kentucky,may 13
stork,michigan,june 12
flamingo,new york,july 30
shoebill,maine,june 01
albatross,new york,august 04
vulture,michigan,may 16
bald eagle,new york,july 15
long-tailed duck,maine,may 07
albatross,missouri,june 30
vulture,maine,september 05
heron,maine,june 29
common teal,missouri,october 02
flamingo,michigan,july 24
shoebill,kentucky,august 01
little grebe,kentucky,july 15
albatross,missouri,june 02
little grebe,kansas,may 11
long-tailed duck,michigan,june 03
albatross,maine,june 30
common teal,kentucky,march 29
long-tailed duck,michigan,june 04
little grebe,new york,august 01
stork,missouri,july 19
stork,missouri,january 31
vulture,maine,march 08
albatross,kansas,august 10
stork,new york,may 07
bald eagle,missouri,may 31
vulture,maine,may 14
heron,new york,april 25
stork,kansas,june 01
stork,maine,august 05
heron,michigan,september 29
flamingo,kansas,october 03
shoebill,kentucky,april 23
heron,kentucky,june 17
common teal,kansas,september 14
stork,michigan,june 15
common teal,new york,may 08
heron,maine,september 02
flamingo,kansas,july 21
vulture,maine,june 03
heron,kansas,june 22
flamingo,maine,august 16
vulture,michigan,august 16
albatross,kansas,september 03
shoebill,new york,october 31
common teal,maine,july 10
shoebill,maine,august 18
little grebe,michigan,september 04
little grebe,michigan,june 19
heron,kansas,may 20
flamingo,new york,july 26
common teal,kentucky,july 22
vulture,kentucky,june 10
bald eagle,kentucky,august 18
vulture,kansas,october 10
vulture,new york,august 04
flamingo,michigan,june 23
flamingo,missouri,august 25
albatross,new york,october 07
albatross,kansas,may 26
shoebill,maine,july 03
stork,michigan,august 07
albatross,kentucky,may 20
long-tailed duck,kansas,october 19
flamingo,michigan,june 07
albatross,michigan,september 15
shoebill,kentucky,october 24
shoebill,michigan,september 22
albatross,missouri,july 28
long-tailed duck,new york,may 24
bald eagle,kansas,may 05
little grebe,maine,july 01
vulture,maine,july 24
little grebe,missouri,october 03
bald eagle,kentucky,july 21
long-tailed duck,kentucky,may 11
albatross,new york,august 30
stork,michigan,july 18
common teal,new york,june 06
albatross,michigan,june 25
long-tailed duck,michigan,july 11
bald eagle,maine,august 29
vulture,kentucky,july 10
long-tailed duck,kansas,august 04
bald eagle,michigan,august 29
little grebe,maine,september 02
bald eagle,missouri,august 08
albatross,michigan,september 28
stork,michigan,june 06
shoebill,maine,july 25
stork,missouri,august 29
common teal,new york,may 05
shoebill,new york,august 17
bald eagle,maine,april 24
flamingo,new york,july 13
flamingo,michigan,august 22
heron,new york,august 03
stork,new york,october 17
heron,new york,september 19
albatross,maine,april 20
shoebill,michigan,april 20
albatross,missouri,august 14
shoebill,missouri,november 21
long-tailed duck,kentucky,july 20
bald eagle,michigan,august 18
little grebe,michigan,july 26
shoebill,kansas,august 30
heron,michigan,july 19
heron,maine,july 23
bald eagle,kentucky,august 13
long-tailed duck,kansas,june 02
common teal,missouri,june 04
vulture,kansas,july 24
heron,michigan,july 11
flamingo,kansas,july 03
long-tailed duck,new york,may 04
albatross,missouri,october 18
common teal,michigan,august 02
long-tailed duck,kansas,august 30
shoebill,kentucky,may 31
little grebe,maine,september 22
albatross,kentucky,september 08
flamingo,maine,may 20
heron,michigan,october 15
stork,kansas,july 04
albatross,missouri,june 17
stork,kentucky,august 16
vulture,michigan,september 01
bald eagle,kansas,april 03
stork,new york,june 19
shoebill,kansas,october 04
shoebill,missouri,august 09
flamingo,kentucky,august 16
shoebill,kentucky,september 06
long-tailed duck,michigan,june 14
albatross,kentucky,july 24
little grebe,new york,august 11
common teal,kentucky,july 27
bald eagle,maine,august 21
heron,kansas,july 13
long-tailed duck,maine,august 20
flamingo,maine,may 14
common teal,kansas,october 09
little grebe,maine,august 12
vulture,kansas,may 06
common teal,kentucky,september 25
heron,new york,june 07
vulture,new york,july 28
shoebill,kentucky,september 12
bald eagle,maine,june 12
common teal,kansas,may 19
heron,missouri,november 28
albatross,kansas,september 24
shoebill,michigan,july 15
albatross,kentucky,october 09
vulture,kansas,july 28
common teal,michigan,june 15
common teal,michigan,august 05
flamingo,missouri,august 13
common teal,maine,july 25
heron,maine,august 25
long-tailed duck,missouri,may 27
bald eagle,michigan,july 29
shoebill,maine,june 02
flamingo,kansas,june 16
bald eagle,kansas,july 27
heron,missouri,september 07
common teal,michigan,june 14
vulture,missouri,june 11
vulture,michigan,april 25
heron,kansas,june 13
little grebe,missouri,august 22
heron,missouri,may 03
heron,michigan,august 03
vulture,new york,july 30
stork,missouri,july 22
albatross,new york,july 27
common teal,maine,august 02
little grebe,kansas,october 11
common teal,kentucky,june 08
stork,kentucky,july 06
heron,missouri,july 29
shoebill,missouri,june 12
vulture,kansas,august 15
little grebe,missouri,september 07
common teal,kentucky,july 31
long-tailed duck,kansas,july 17
little grebe,new york,may 25
long-tailed duck,michigan,september 26
little grebe,michigan,july 07
shoebill,kentucky,september 23
little grebe,kentucky,august 26
albatross,michigan,june 09
flamingo,kansas,october 28
common teal,new york,june 22
heron,michigan,september 24
stork,missouri,february 25
albatross,missouri,august 26
albatross,new york,august 15
little grebe,michigan,july 15
bald eagle,michigan,july 07
long-tailed duck,new york,june 20
little grebe,new york,september 27
heron,michigan,june 21
bald eagle,new york,march 16
flamingo,michigan,august 08
long-tailed duck,kansas,september 27
flamingo,new york,september 04
albatross,missouri,june 25
albatross,kansas,july 23
flamingo,missouri,august 15
albatross,maine,august 28
common teal,kentucky,june 21
common teal,michigan,april 02
long-tailed duck,michigan,august 22
albatross,kansas,july 22
flamingo,michigan,september 09
stork,kentucky,may 29
stork,kansas,may 23
stork,new york,october 23
long-tailed duck,new york,june 21
little grebe,new york,july 24
vulture,kentucky,september 15
long-tailed duck,missouri,july 13
stork,missouri,august 23
vulture,maine,october 26
shoebill,michigan,june 25
little grebe,kansas,july 01
heron,kansas,july 02
flamingo,kansas,december 08
heron,missouri,july 07
heron,maine,june 20
little grebe,missouri,august 31
albatross,new york,may 18
flamingo,missouri,june 24
stork,missouri,june 11
little grebe,maine,october 24
long-tailed duck,new york,september 05
heron,missouri,august 17
flamingo,kentucky,may 23
bald eagle,missouri,june 07
albatross,kentucky,july 18
flamingo,kansas,august 09
stork,kentucky,february 18
vulture,missouri,july 03
vulture,kansas,may 25
shoebill,new york,september 02
flamingo,new york,september 28
albatross,michigan,september 06
shoebill,kansas,september 10
common teal,missouri,august 09
bald eagle,michigan,may 03
common teal,kansas,july 23
bald eagle,maine,july 06
vulture,michigan,april 27
stork,michigan,april 28
stork,michigan,september 01
common teal,kansas,may 23
shoebill,missouri,april 13
heron,kansas,september 09
stork,missouri,april 21
long-tailed duck,new york,july 08
shoebill,michigan,august 18
bald eagle,maine,november 29
vulture,michigan,august 07
shoebill,michigan,june 05
vulture,kansas,august 13
heron,missouri,may 26
shoebill,kansas,october 09
vulture,new york,june 27
vulture,missouri,july 17
heron,new york,may 16
flamingo,michigan,may 31
stork,maine,july 12
flamingo,missouri,july 17
little grebe,michigan,august 07
flamingo,kentucky,august 21
flamingo,maine,june 11
little grebe,michigan,may 23
long-tailed duck,maine,july 26
albatross,kansas,august 17
heron,michigan,march 14
shoebill,missouri,july 31
long-tailed duck,maine,june 01
vulture,maine,september 27
common teal,missouri,july 21
stork,kentucky,june 07
stork,new york,july 29
little grebe,kentucky,july 05
shoebill,maine,april 10
long-tailed duck,michigan,august 28
heron,michigan,june 10
bald eagle,michigan,september 06
common teal,maine,may 05
bald eagle,new york,august 24
heron,new york,may 16
stork,maine,september 11
common teal,maine,may 10
heron,new york,july 18
stork,new york,november 18
bald eagle,new york,may 16
little grebe,kentucky,february 28
long-tailed duck,kansas,july 01
little grebe,maine,april 06
little grebe,kansas,september 27
flamingo,new york,august 19
heron,kentucky,may 25
long-tailed duck,michigan,may 20
shoebill,kansas,august 21
shoebill,kansas,may 12
flamingo,kansas,july 21
little grebe,missouri,july 04
long-tailed duck,missouri,july 24
vulture,kentucky,november 06
albatross,kentucky,july 13
flamingo,michigan,august 12
stork,missouri,june 22
flamingo,kansas,may 28
little grebe,missouri,june 30
common teal,kentucky,september 09
stork,missouri,august 10
albatross,kentucky,september 19
common teal,kentucky,may 12
shoebill,maine,september 05
common teal,kansas,august 26
little grebe,missouri,june 10
bald eagle,new york,august 08
bald eagle,new york,june 10
albatross,michigan,july 15
little grebe,missouri,august 22
vulture,michigan,june 13
flamingo,kentucky,october 01
albatross,michigan,august 27
albatross,kentucky,july 13
little grebe,kentucky,august 28
shoebill,kentucky,july 19
vulture,kentucky,july 06
stork,missouri,july 28
shoebill,new york,may 28
shoebill,missouri,october 11
common teal,missouri,august 06
long-tailed duck,missouri,june 02
albatross,kansas,september 14
little grebe,kentucky,june 01
heron,missouri,may 21
bald eagle,michigan,october 23
shoebill,missouri,june 03
long-tailed duck,kentucky,june 21
shoebill,missouri,may 09
vulture,kansas,october 11
bald eagle,kansas,august 19
long-tailed duck,new york,august 28
long-tailed duck,kansas,august 01
little grebe,michigan,june 28
little grebe,missouri,may 05
common teal,maine,may 24
long-tailed duck,kansas,march 23
stork,kentucky,october 04
long-tailed duck,kentucky,september 08
flamingo,maine,june 09
stork,maine,may 10
common teal,kentucky,may 23
shoebill,kentucky,may 22
long-tailed duck,missouri,june 18
long-tailed duck,missouri,may 30
shoebill,kentucky,june 28
little grebe,michigan,august 05
bald eagle,missouri,september 04
flamingo,new york,july 18
shoebill,michigan,april 04
bald eagle,kansas,june 09
shoebill,kentucky,june 07
vulture,maine,july 30
albatross,new york,august 18
heron,kansas,august 10
heron,kentucky,july 31
long-tailed duck,maine,may 22
bald eagle,kentucky,june 29
common teal,maine,june 15
shoebill,maine,september 03
bald eagle,kentucky,august 26
heron,missouri,april 26
shoebill,maine,august 01
bald eagle,kentucky,april 24
heron,michigan,july 02
albatross,kansas,june 01
albatross,missouri,july 19
long-tailed duck,missouri,april 13
shoebill,kansas,august 27
common teal,michigan,august 31
long-tailed duck,new york,may 06
albatross,kentucky,july 28
stork,missouri,march 05
long-tailed duck,kentucky,may 12
common teal,new york,august 17
stork,kentucky,august 12
vulture,missouri,may 18
common teal,new york,september 28
shoebill,missouri,august 18
stork,new york,july 25
little grebe,missouri,july 31
little grebe,kansas,july 20
flamingo,missouri,june 06
shoebill,kansas,june 04
little grebe,new york,august 05
shoebill,maine,june 20
long-tailed duck,michigan,july 01
vulture,michigan,june 15
stork,new york,august 03
little grebe,kentucky,july 01
common teal,maine,june 13
bald eagle,kentucky,july 15
vulture,new york,september 18
vulture,missouri,august 25
common teal,maine,august 17
little grebe,missouri,september 06
albatross,michigan,june 25
stork,kentucky,june 05
long-tailed duck,kentucky,august 17
common teal,michigan,august 10
little grebe,missouri,may 15
albatross,kansas,june 09
heron,michigan,july 20
common teal,maine,june 10
common teal,missouri,may 18
vulture,michigan,september 19
long-tailed duck,new york,june 13
shoebill,michigan,june 18
flamingo,kansas,may 14
heron,michigan,october 08
common teal,missouri,april 22
shoebill,new york,april 09
common teal,kentucky,july 22
heron,michigan,july 16
stork,new york,september 22
shoebill,kentucky,july 01
stork,new york,july 03
long-tailed duck,kentucky,june 27
stork,missouri,july 13
flamingo,missouri,october 20
shoebill,new york,august 17
common teal,kentucky,august 04
bald eagle,maine,may 16
long-tailed duck,new york,august 08
stork,missouri,august 14
stork,kansas,october 20
little grebe,new york,june 26
albatross,kentucky,august 31
vulture,maine,october 07
bald eagle,maine,august 22
heron,maine,june 19
albatross,missouri,june 22
bald eagle,missouri,may 24
long-tailed duck,michigan,july 08
shoebill,kentucky,june 30
vulture,kentucky,may 20
long-tailed duck,maine,july 19
little grebe,kentucky,june 23
shoebill,maine,may 17
long-tailed duck,michigan,april 17
flamingo,new york,june 10
vulture,michigan,may 12
flamingo,missouri,september 05
stork,kentucky,august 29
albatross,kentucky,july 26
albatross,missouri,june 02
shoebill,michigan,august 13
stork,missouri,may 21
little grebe,missouri,august 28
flamingo,missouri,july 07
long-tailed duck,kentucky,august 12
albatross,kentucky,august 30
common teal,new york,august 29
long-tailed duck,new york,june 09
heron,missouri,june 28
heron,maine,july 05
common teal,missouri,august 04
vulture,kansas,october 08
long-tailed duck,missouri,july 18
long-tailed duck,kansas,july 28
shoebill,kansas,february 26
albatross,maine,july 15
albatross,missouri,june 30
bald eagle,kansas,july 03
albatross,new york,july 26
little grebe,new york,september 11
albatross,michigan,august 19
flamingo,new york,june 16
flamingo,kansas,september 02
stork,maine,june 08
little grebe,michigan,may 06
heron,new york,june 21
stork,michigan,june 03
heron,kansas,september 22
stork,missouri,july 18
stork,new york,april 07
albatross,maine,september 02
albatross,missouri,june 24
flamingo,kentucky,august 04
stork,kansas,august 12
common teal,maine,july 09
vulture,missouri,august 25
vulture,michigan,june 29
heron,new york,july 02
albatross,kansas,july 05
long-tailed duck,michigan,august 08
flamingo,missouri,may 07
shoebill,kansas,july 13
stork,maine,june 27
common teal,maine,august 13
common teal,kansas,july 17
little grebe,maine,june 08
common teal,new york,july 08
little grebe,kentucky,october 25
stork,missouri,september 18
common teal,maine,june 25
flamingo,kansas,june 18
shoebill,new york,august 13
flamingo,maine,june 22
stork,maine,may 27
shoebill,kansas,july 14
long-tailed duck,new york,july 12
heron,michigan,july 12
stork,kentucky,july 05
shoebill,missouri,july 04
bald eagle,kansas,june 17
stork,maine,september 19
common teal,missouri,september 08
long-tailed duck,kansas,august 02
bald eagle,missouri,june 14
common teal,kentucky,may 30
long-tailed duck,new york,may 24
common teal,maine,october 31
albatross,missouri,july 10
albatross,kansas,april 20
heron,new york,july 07
bald eagle,michigan,august 22
little grebe,new york,june 18
shoebill,new york,november 18
bald eagle,new york,may 18
common teal,new york,june 14
stork,kentucky,july 01
heron,missouri,september 16
vulture,kentucky,october 08
common teal,michigan,september 06
albatross,kentucky,october 23
heron,michigan,april 28
shoebill,michigan,september 11
shoebill,michigan,august 09
vulture,kentucky,july 08
shoebill,kentucky,september 16
heron,new york,july 17
little grebe,maine,june 29
long-tailed duck,missouri,july 19
vulture,michigan,july 09
common teal,kentucky,june 09
bald eagle,michigan,september 11
bald eagle,kansas,september 29
albatross,michigan,march 25
heron,kentucky,june 05
heron,maine,july 06
bald eagle,maine,august 02
common teal,missouri,may 16
vulture,new york,august 14
vulture,missouri,july 23
common teal,kansas,august 23
bald eagle,new york,july 13
flamingo,kansas,july 19
albatross,maine,october 17
vulture,michigan,july 29
little grebe,michigan,may 29
shoebill,kansas,june 04
bald eagle,michigan,september 21
shoebill,kentucky,may 16
albatross,new york,june 25
albatross,maine,june 27
vulture,kansas,august 06
vulture,kentucky,december 05
heron,kentucky,july 27
common teal,kansas,july 17
common teal,kansas,july 14
long-tailed duck,missouri,july 11
long-tailed duck,kansas,june 30
common teal,new york,september 28
shoebill,new york,july 16
shoebill,new york,august 31
long-tailed duck,new york,july 25
vulture,kansas,june 12
albatross,kentucky,july 14
stork,new york,august 24
bald eagle,kentucky,july 25
vulture,michigan,july 14
flamingo,missouri,august 23
little grebe,michigan,june 26
flamingo,kansas,september 08
bald eagle,maine,september 28
shoebill,maine,july 07
flamingo,kentucky,august 24
stork,missouri,july 06
albatross,kentucky,june 20
shoebill,michigan,june 13
albatross,missouri,may 31
albatross,maine,april 03
albatross,michigan,june 30
little grebe,kansas,june 18
little grebe,new york,june 21
albatross,michigan,june 27
shoebill,missouri,june 23
albatross,maine,august 17
stork,maine,june 15
common teal,missouri,september 02
long-tailed duck,maine,july 31
albatross,maine,may 13
stork,maine,may 28
albatross,missouri,june 29
shoebill,kentucky,august 28
long-tailed duck,maine,may 25
long-tailed duck,michigan,july 24
long-tailed duck,michigan,october 02
common teal,missouri,july 31
stork,maine,september 27
long-tailed duck,missouri,june 23
common teal,missouri,august 26
stork,missouri,august 13
vulture,kentucky,march 19
stork,kansas,may 23
stork,kentucky,june 06
stork,new york,august 14
albatross,maine,september 21
long-tailed duck,kansas,august 24
long-tailed duck,michigan,august 17
shoebill,michigan,may 09
shoebill,new york,september 10
stork,maine,september 03
little grebe,kansas,august 02
long-tailed duck,missouri,july 15
heron,new york,august 30
stork,kansas,july 06
bald eagle,kansas,september 04
common teal,missouri,september 05
albatross,kentucky,july 09
vulture,kentucky,june 06
little grebe,maine,june 17
shoebill,maine,july 26
heron,kentucky,july 18
common teal,kansas,april 21
little grebe,kansas,april 12
stork,new york,september 11
shoebill,missouri,june 03
common teal,maine,october 06
vulture,missouri,july 27
long-tailed duck,kentucky,may 13
shoebill,maine,march 21
shoebill,missouri,july 11
shoebill,maine,august 17
bald eagle,kentucky,september 12
flamingo,michigan,september 06
bald eagle,michigan,july 21
vulture,kansas,may 19
albatross,missouri,september 16
long-tailed duck,maine,september 20
vulture,michigan,july 19
bald eagle,michigan,may 13
shoebill,missouri,july 05
vulture,michigan,may 25
bald eagle,new york,august 14
heron,maine,june 15
vulture,new york,june 17
heron,michigan,september 06
little grebe,new york,october 17
albatross,new york,september 22
flamingo,missouri,july 05
heron,missouri,may 31
albatross,new york,july 27
flamingo,michigan,september 15
little grebe,missouri,july 16
little grebe,missouri,july 22
shoebill,new york,june 23
shoebill,kansas,june 17
common teal,kentucky,july 14
long-tailed duck,new york,april 06
heron,michigan,june 03
heron,missouri,july 14
shoebill,kentucky,july 05
long-tailed duck,new york,october 05
albatross,kentucky,june 02
long-tailed duck,new york,may 24
little grebe,missouri,july 08
shoebill,kansas,june 28
albatross,michigan,july 05
bald eagle,kansas,june 14
little grebe,kansas,july 14
bald eagle,missouri,october 14
vulture,missouri,august 27
long-tailed duck,new york,may 31
heron,maine,june 25
heron,michigan,august 28
vulture,new york,august 27
common teal,michigan,may 30
vulture,missouri,june 22
vulture,new york,june 29
albatross,kentucky,october 17
stork,missouri,july 02
flamingo,kansas,july 09
stork,new york,june 13
bald eagle,missouri,october 08
long-tailed duck,new york,june 07
albatross,kansas,august 09
stork,michigan,december 22
common teal,maine,july 19
bald eagle,missouri,september 23
flamingo,missouri,august 13
bald eagle,michigan,august 04
albatross,michigan,june 25
shoebill,new york,july 23
albatross,maine,august 20
heron,new york,august 13
bald eagle,new york,september 05
heron,kentucky,september 23
flamingo,michigan,october 09
bald eagle,missouri,may 20
flamingo,maine,september 10
albatross,michigan,july 19
flamingo,kansas,may 23
heron,missouri,june 30
bald eagle,michigan,june 14
albatross,maine,september 10
shoebill,michigan,september 15
shoebill,missouri,june 11
stork,kansas,may 24
little grebe,missouri,june 08
shoebill,maine,june 19
bald eagle,michigan,july 26
common teal,maine,july 29
shoebill,kansas,april 25
flamingo,michigan,september 05
stork,kentucky,october 06
little grebe,maine,august 19
common teal,kansas,july 01
albatross,new york,june 01
bald eagle,maine,september 12
bald eagle,kentucky,may 16
little grebe,new york,july 19
heron,kentucky,june 30
stork,missouri,may 31
shoebill,michigan,july 23
vulture,new york,october 16
common teal,new york,july 12
long-tailed duck,missouri,august 13
stork,missouri,september 10
albatross,new york,june 13
bald eagle,new york,july 18
common teal,maine,may 09
stork,new york,may 30
long-tailed duck,missouri,august 27
heron,michigan,june 27
bald eagle,new york,june 17
albatross,michigan,april 22
bald eagle,new york,july 24
common teal,kentucky,october 26
long-tailed duck,kentucky,april 24
common teal,michigan,june 01
stork,kentucky,july 18
albatross,new york,september 21
long-tailed duck,kansas,august 27
vulture,kansas,september 03
heron,maine,may 12
heron,kansas,july 01
bald eagle,missouri,august 05
bald eagle,new york,august 18
albatross,kentucky,june 17
vulture,kansas,june 07
stork,kansas,june 30
albatross,maine,august 31
common teal,kentucky,july 09
common teal,missouri,may 27
shoebill,kansas,august 15
common teal,missouri,june 22
common teal,missouri,july 19
stork,missouri,september 23
long-tailed duck,missouri,july 24
stork,kansas,september 27
long-tailed duck,maine,september 22
vulture,kansas,june 09
shoebill,michigan,may 28
heron,missouri,august 24
albatross,michigan,july 20
heron,maine,april 26
flamingo,missouri,april 07
flamingo,michigan,october 09
heron,kansas,june 30
flamingo,kansas,july 22
long-tailed duck,kentucky,august 29
stork,kentucky,june 27
shoebill,maine,may 04
albatross,new york,july 12
bald eagle,new york,september 22
albatross,maine,september 27
common teal,maine,june 17
shoebill,kansas,july 30
vulture,kansas,august 05
albatross,michigan,may 18
albatross,missouri,july 18
little grebe,kentucky,august 17
heron,kentucky,august 31
bald eagle,kentucky,august 25
common teal,michigan,october 15
shoebill,new york,august 15
flamingo,kansas,july 19
albatross,michigan,september 14
stork,missouri,july 23
long-tailed duck,michigan,july 19
little grebe,new york,june 16
heron,new york,june 06
common teal,kentucky,august 01
flamingo,new york,june 26
bald eagle,new york,september 16
vulture,kansas,july 17
shoebill,michigan,march 27
shoebill,maine,august 14
heron,maine,june 14
common teal,michigan,october 21
shoebill,michigan,july 15
shoebill,missouri,july 29
long-tailed duck,new york,october 15
heron,kentucky,october 10
flamingo,missouri,may 05
common teal,michigan,june 12
common teal,missouri,june 14
stork,new york,may 30
common teal,kansas,july 22
albatross,new york,august 28
vulture,maine,august 30
shoebill,michigan,may 10
albatross,missouri,september 25
flamingo,new york,july 02
common teal,kentucky,june 25
shoebill,kansas,may 14
common teal,maine,may 12
little grebe,michigan,august 16
bald eagle,new york,june 25
long-tailed duck,kansas,october 15
common teal,michigan,september 26
stork,michigan,april 28
heron,kentucky,june 26
flamingo,maine,august 26
bald eagle,missouri,august 17
little grebe,new york,october 27
long-tailed duck,kentucky,may 06
bald eagle,kansas,september 02
shoebill,michigan,october 04
stork,maine,october 27
flamingo,new york,may 21
shoebill,missouri,june 03
heron,kentucky,may 26
little grebe,michigan,july 30
heron,kentucky,october 29
common teal,kentucky,july 31
albatross,new york,may 21
bald eagle,michigan,june 14
little grebe,kansas,november 24
albatross,missouri,august 29
flamingo,missouri,august 21
long-tailed duck,michigan,may 23
stork,kansas,june 10
bald eagle,new york,september 01
bald eagle,new york,august 27
bald eagle,maine,september 14
albatross,kentucky,september 20
common teal,michigan,june 15
bald eagle,missouri,july 15
heron,kansas,may 21
little grebe,kansas,may 03
flamingo,michigan,august 12
flamingo,kansas,july 10
shoebill,maine,august 08
heron,kentucky,july 20
heron,kansas,august 21
albatross,missouri,april 18
shoebill,missouri,august 22
vulture,missouri,september 20
little grebe,new york,july 06
heron,kansas,august 24
long-tailed duck,kentucky,may 22
shoebill,kentucky,may 25
albatross,maine,september 20
albatross,kansas,july 18
heron,kansas,october 07
bald eagle,maine,june 30
flamingo,maine,june 05
stork,maine,september 28
flamingo,missouri,july 16
bald eagle,michigan,august 09
albatross,new york,may 15
heron,michigan,august 28
vulture,kansas,july 07
stork,kansas,april 25
little grebe,michigan,april 30
heron,kansas,july 19
heron,michigan,may 20
vulture,kentucky,may 21
flamingo,michigan,july 13
little grebe,michigan,september 19
flamingo,kentucky,august 01
shoebill,michigan,october 12
common teal,maine,april 25
vulture,kansas,may 28
flamingo,kansas,july 02
bald eagle,kansas,july 12
long-tailed duck,kansas,september 29
common teal,kansas,september 20
long-tailed duck,new york,september 27
heron,kentucky,may 23
flamingo,missouri,march 18
heron,kansas,august 25
flamingo,maine,may 31
vulture,michigan,june 27
shoebill,kentucky,april 27
heron,new york,october 02
bald eagle,missouri,may 30
heron,michigan,august 20
vulture,maine,july 23
shoebill,kansas,july 29
shoebill,michigan,may 11
bald eagle,kentucky,september 02
long-tailed duck,missouri,september 17
flamingo,missouri,july 29
flamingo,maine,july 17
shoebill,maine,september 18
shoebill,kansas,august 20
common teal,missouri,august 17
heron,new york,october 23
albatross,kansas,july 20
albatross,maine,july 05
stork,new york,september 14
flamingo,new york,august 19
long-tailed duck,maine,july 31
vulture,new york,october 03
common teal,kansas,july 13
shoebill,maine,october 13
common teal,michigan,july 26
little grebe,new york,may 08
stork,missouri,july 25
flamingo,missouri,july 30
heron,maine,july 03
shoebill,kentucky,august 25
shoebill,kentucky,july 09
albatross,maine,august 02
albatross,michigan,july 28
heron,maine,june 16
little grebe,missouri,august 11
