Date,Time,Animal,Count
2010-05-03,03:11,Fox,10
2010-05-04,05:53,Owl,29
2010-05-04,22:40,Wolf,4
2010-05-05,18:55,Owl,21
2010-05-06,21:19,Grizzly,17
2010-05-06,16:53,Grizzly,7
2010-05-06,12:13,Elk,7
2010-05-07,06:12,Owl,20
2010-05-08,23:19,Owl,31
2010-05-09,08:30,Elk,16
2010-05-09,13:50,Grizzly,30
2010-05-10,13:01,Elk,41
2010-05-10,19:58,Wolf,32
2010-05-11,19:05,Muskox,38
2010-05-11,16:28,Grizzly,13
2010-05-11,21:50,Muskox,16
2010-05-11,23:40,Owl,35
2010-05-12,00:33,Ptarmigan,14
2010-05-12,06:07,Grizzly,30
2010-05-12,06:52,Moose,16
2010-05-12,07:35,Moose,38
2010-05-12,22:12,Ptarmigan,15
2010-05-13,08:01,Muskox,6
2010-05-14,01:54,Elk,15
2010-05-15,18:48,Wolverine,11
2010-05-16,04:50,Fox,25
2010-05-17,15:39,Moose,24
2010-05-18,09:39,Elk,21
2010-05-19,10:24,Muskox,23
2010-05-20,20:05,Elk,29
2010-05-20,21:46,Fox,1
2010-05-21,16:55,Wolverine,12
2010-05-22,21:57,Muskox,22
2010-05-23,16:09,Moose,39
2010-05-23,23:48,Wolverine,11
2010-05-24,05:24,Wolverine,29
2010-05-24,17:48,Moose,29
2010-05-25,15:11,Wolverine,11
2010-05-26,07:57,Wolf,29
2010-05-26,00:59,Wolf,4
2010-05-27,13:00,Grizzly,17
2010-05-27,07:05,Grizzly,4
2010-05-27,22:02,Fox,32
2010-05-27,19:30,Fox,15
2010-05-28,17:56,Grizzly,40
2010-05-29,15:41,Elk,39
2010-05-29,01:38,Grizzly,24
2010-05-29,04:20,Elk,42
2010-05-29,14:39,Wolverine,9
2010-05-29,02:45,Muskox,14
2010-05-29,04:01,Owl,24
2010-05-30,18:38,Wolverine,10
2010-05-31,04:04,Grizzly,36
2010-05-31,00:15,Moose,29
2010-05-31,23:37,Fox,15
2010-05-31,22:28,Grizzly,15
2010-05-31,13:08,Ptarmigan,22
2010-06-01,08:04,Wolverine,3
2010-06-02,01:48,Moose,25
2010-06-03,11:13,Wolf,30
2010-06-04,22:44,Wolverine,25
2010-06-05,20:36,Ptarmigan,5
2010-06-05,12:32,Wolf,18
2010-06-05,23:16,Moose,9
2010-06-05,22:38,Owl,30
2010-06-06,12:14,Muskox,9
2010-06-06,17:14,Fox,16
2010-06-07,21:05,Muskox,23
2010-06-08,02:01,Owl,38
2010-06-09,02:48,Wolverine,32
2010-06-09,20:18,Moose,37
2010-06-09,11:26,Ptarmigan,1
2010-06-10,05:41,Ptarmigan,14
2010-06-10,04:01,Moose,5
2010-06-11,15:41,Wolf,13
2010-06-11,17:49,Ptarmigan,25
2010-06-11,00:06,Moose,31
2010-06-11,21:40,Owl,23
2010-06-12,07:42,Muskox,19
2010-06-12,16:42,Elk,33
2010-06-12,14:59,Moose,23
2010-06-12,02:37,Moose,8
2010-06-12,03:31,Grizzly,33
2010-06-12,11:24,Fox,10
2010-06-13,20:50,Fox,10
2010-06-14,04:24,Fox,41
2010-06-14,19:58,Wolf,6
2010-06-14,20:54,Owl,25
2010-06-14,20:28,Moose,9
2010-06-15,02:18,Elk,28
2010-06-15,04:18,Grizzly,13
2010-06-15,17:19,Wolverine,17
2010-06-16,22:55,Muskox,29
2010-06-16,06:22,Fox,26
2010-06-17,14:19,Wolverine,39
2010-06-17,11:27,Grizzly,20
2010-06-17,00:16,Moose,40
2010-06-18,01:37,Moose,14
2010-06-19,07:35,Elk,42
2010-06-19,01:19,Fox,19
2010-06-19,06:31,Owl,23
2010-06-20,22:49,Ptarmigan,37
2010-06-20,04:40,Wolverine,21
2010-06-20,18:30,Wolf,20
2010-06-21,09:50,Owl,33
2010-06-21,16:49,Grizzly,23
2010-06-21,10:32,Wolverine,8
2010-06-22,13:44,Ptarmigan,11
2010-06-22,15:23,Grizzly,5
2010-06-23,00:52,Wolverine,1
2010-06-24,06:08,Fox,6
2010-06-25,20:14,Moose,40
2010-06-25,08:46,Owl,25
2010-06-26,15:42,Fox,22
2010-06-26,11:08,Elk,18
2010-06-27,12:55,Moose,22
2010-06-28,09:51,Owl,27
2010-06-29,05:24,Wolverine,27
2010-06-29,17:18,Wolverine,9
2010-06-30,16:00,Owl,24
2010-07-01,19:52,Muskox,8
2010-07-02,08:05,Moose,34
2010-07-02,07:00,Wolverine,21
2010-07-02,07:06,Wolverine,22
2010-07-02,04:58,Ptarmigan,38
2010-07-03,14:46,Muskox,2
2010-07-04,04:53,Wolverine,42
2010-07-05,18:21,Elk,39
2010-07-06,18:51,Muskox,12
2010-07-06,22:09,Wolverine,31
2010-07-07,02:46,Grizzly,24
2010-07-07,01:07,Elk,12
2010-07-07,20:30,Owl,38
2010-07-07,17:14,Owl,37
2010-07-08,21:24,Wolverine,24
2010-07-08,20:27,Moose,11
2010-07-09,08:18,Elk,31
2010-07-10,15:14,Owl,14
2010-07-11,12:56,Ptarmigan,18
2010-07-12,14:35,Grizzly,19
2010-07-13,19:01,Owl,7
2010-07-13,06:28,Wolf,1
2010-07-13,10:36,Fox,36
2010-07-13,08:15,Moose,8
2010-07-13,08:36,Grizzly,30
2010-07-14,23:21,Ptarmigan,26
2010-07-14,11:01,Grizzly,8
2010-07-14,19:53,Muskox,33
2010-07-14,22:13,Wolverine,16
2010-07-15,07:16,Wolf,10
2010-07-16,12:15,Wolf,14
2010-07-17,15:24,Fox,34
2010-07-17,10:49,Fox,24
2010-07-18,11:33,Fox,24
2010-07-19,07:42,Grizzly,40
2010-07-20,17:10,Owl,29
2010-07-21,11:02,Wolf,10
2010-07-21,09:26,Owl,8
2010-07-21,10:33,Muskox,23
2010-07-21,13:22,Wolverine,40
2010-07-21,01:07,Moose,34
2010-07-21,10:17,Wolf,5
2010-07-22,08:20,Fox,25
2010-07-22,16:59,Wolverine,33
2010-07-22,11:34,Owl,27
2010-07-23,03:17,Moose,2
2010-07-23,01:04,Elk,18
2010-07-23,19:38,Wolf,10
2010-07-24,14:06,Wolf,37
2010-07-24,05:45,Ptarmigan,21
2010-07-24,06:28,Wolverine,40
2010-07-25,14:48,Moose,9
2010-07-25,14:18,Moose,37
2010-07-26,23:07,Elk,16
2010-07-26,23:18,Ptarmigan,7
2010-07-26,11:26,Owl,39
2010-07-26,22:10,Muskox,18
2010-07-26,01:21,Wolverine,2
2010-07-27,22:24,Grizzly,16
2010-07-28,12:10,Ptarmigan,33
2010-07-29,08:57,Grizzly,7
2010-07-30,05:57,Moose,10
2010-07-31,02:06,Wolverine,40
2010-07-31,04:55,Grizzly,16
2010-07-31,20:43,Owl,2
2010-08-01,19:39,Ptarmigan,32
2010-08-01,09:37,Wolverine,6
2010-08-01,15:40,Grizzly,25
2010-08-02,00:43,Elk,34
2010-08-02,16:31,Moose,9
2010-08-03,08:41,Muskox,22
2010-08-03,22:31,Fox,2
2010-08-03,07:15,Moose,37
2010-08-03,02:42,Elk,25
2010-08-03,15:50,Grizzly,8
2010-08-04,06:15,Fox,5
2010-08-04,06:16,Fox,28
2010-08-04,02:38,Ptarmigan,22
2010-08-04,02:07,Elk,1
2010-08-04,18:49,Owl,36
2010-08-04,01:48,Fox,1
2010-08-04,20:44,Wolf,18
2010-08-04,00:40,Owl,13
2010-08-05,17:39,Ptarmigan,36
2010-08-05,08:19,Muskox,33
2010-08-06,04:21,Fox,38
2010-08-07,04:22,Elk,30
2010-08-07,01:25,Owl,35
2010-08-08,20:04,Owl,2
2010-08-08,10:46,Fox,34
2010-08-09,09:25,Grizzly,31
2010-08-10,07:10,Ptarmigan,32
2010-08-10,20:11,Wolverine,9
2010-08-10,10:14,Muskox,28
2010-08-11,04:12,Grizzly,38
2010-08-11,07:36,Owl,19
2010-08-12,14:50,Moose,42
2010-08-12,10:42,Elk,20
2010-08-12,15:40,Fox,25
2010-08-13,14:33,Elk,24
2010-08-14,03:41,Fox,9
2010-08-14,07:45,Muskox,23
2010-08-15,02:53,Grizzly,35
2010-08-15,01:06,Elk,30
2010-08-16,16:17,Elk,19
2010-08-17,12:22,Owl,4
2010-08-18,01:17,Grizzly,14
2010-08-18,00:19,Grizzly,26
2010-08-18,18:33,Muskox,27
2010-08-19,05:57,Wolverine,36
2010-08-19,22:38,Wolverine,11
2010-08-20,18:57,Owl,27
2010-08-20,04:44,Muskox,35
2010-08-20,11:35,Moose,20
2010-08-20,01:44,Muskox,15
2010-08-20,06:52,Ptarmigan,9
2010-08-20,13:59,Ptarmigan,34
2010-08-21,09:55,Muskox,38
2010-08-21,23:03,Wolf,29
2010-08-21,11:55,Elk,5
2010-08-22,09:39,Wolverine,11
2010-08-23,12:26,Moose,11
2010-08-24,03:48,Elk,23
2010-08-25,19:44,Elk,3
2010-08-25,14:58,Wolverine,32
2010-08-26,06:15,Wolverine,15
2010-08-26,07:45,Grizzly,41
2010-08-26,11:25,Ptarmigan,37
2010-08-27,14:16,Moose,35
2010-08-28,09:08,Elk,41
2010-08-29,17:07,Ptarmigan,5
2010-08-29,22:33,Elk,24
2010-08-29,08:53,Muskox,13
2010-08-29,13:39,Ptarmigan,34
2010-08-29,07:46,Wolverine,14
2010-08-29,11:06,Wolf,42
2010-08-30,13:27,Wolverine,26
2010-08-31,15:54,Muskox,15
2010-09-01,05:51,Wolverine,5
2010-09-01,23:01,Muskox,10
2010-09-02,06:30,Fox,2
2010-09-03,18:58,Grizzly,1
2010-09-04,07:19,Grizzly,33
2010-09-05,01:43,Owl,5
2010-09-05,18:16,Wolverine,39
2010-09-05,03:21,Moose,31
2010-09-05,22:26,Owl,38
2010-09-06,09:28,Grizzly,9
2010-09-06,10:51,Wolverine,9
2010-09-07,20:38,Moose,21
2010-09-07,00:01,Muskox,26
2010-09-07,10:38,Wolverine,29
2010-09-08,16:56,Ptarmigan,35
2010-09-09,04:09,Fox,22
2010-09-09,23:16,Grizzly,14
2010-09-10,04:56,Wolverine,25
2010-09-11,03:29,Ptarmigan,13
2010-09-12,10:20,Grizzly,18
2010-09-12,00:44,Muskox,12
2010-09-13,01:55,Fox,17
2010-09-14,15:29,Owl,32
2010-09-15,02:28,Wolverine,13
2010-09-15,12:06,Grizzly,12
2010-09-15,22:10,Owl,34
2010-09-15,07:18,Wolverine,17
2010-09-15,08:59,Wolverine,5
2010-09-16,04:44,Wolf,15
2010-09-17,00:48,Elk,2
2010-09-17,17:50,Owl,13
2010-09-17,14:37,Wolverine,30
2010-09-17,04:31,Elk,11
2010-09-17,17:19,Muskox,1
2010-09-17,08:58,Fox,28
2010-09-17,10:28,Ptarmigan,40
2010-09-17,17:48,Owl,4
2010-09-17,22:39,Fox,15
2010-09-18,06:17,Elk,19
2010-09-19,08:46,Wolf,25
2010-09-19,20:22,Wolverine,16
2010-09-20,15:23,Fox,8
2010-09-21,23:50,Grizzly,15
2010-09-22,07:46,Ptarmigan,29
2010-09-22,07:58,Muskox,27
2010-09-22,08:36,Wolverine,14
2010-09-22,08:07,Grizzly,26
2010-09-22,18:19,Owl,11
2010-09-23,09:02,Ptarmigan,24
2010-09-23,04:32,Fox,14
2010-09-24,14:20,Ptarmigan,2
2010-09-25,15:13,Moose,13
2010-09-25,12:14,Muskox,41
2010-09-26,03:03,Wolverine,31
2010-09-27,17:20,Elk,6
2010-09-28,06:32,Owl,18
2010-09-29,14:32,Fox,8
2010-09-30,17:50,Grizzly,11
2010-09-30,07:41,Wolverine,26
2010-09-30,09:18,Moose,32
2010-10-01,22:30,Owl,42
2010-10-02,14:55,Grizzly,15
2010-10-03,15:28,Fox,11
2010-10-03,19:02,Moose,26
2010-10-04,18:51,Grizzly,22
2010-10-04,12:23,Moose,22
2010-10-05,16:50,Elk,27
2010-10-05,14:30,Ptarmigan,34
2010-10-05,23:17,Owl,4
2010-10-06,11:39,Owl,29
2010-10-07,23:37,Owl,14
2010-10-08,14:03,Ptarmigan,17
2010-10-08,10:44,Grizzly,32
2010-10-08,15:08,Wolf,2
2010-10-08,21:57,Moose,38
2010-10-08,15:48,Owl,24
2010-10-09,03:04,Fox,15
2010-10-09,03:29,Wolf,27
2010-10-09,04:24,Wolverine,12
2010-10-10,06:14,Fox,31
2010-10-10,13:17,Wolverine,33
2010-10-11,23:41,Ptarmigan,21
2010-10-12,03:34,Elk,20
2010-10-13,01:10,Moose,13
2010-10-14,23:54,Owl,33
2010-10-14,03:22,Muskox,30
2010-10-14,17:13,Moose,33
2010-10-14,16:33,Grizzly,12
2010-10-14,17:26,Owl,10
2010-10-14,05:01,Fox,23
2010-10-15,23:31,Grizzly,39
2010-10-16,05:47,Grizzly,9
2010-10-17,00:09,Elk,22
2010-10-17,02:54,Wolf,29
2010-10-17,02:09,Owl,25
2010-10-18,12:51,Wolverine,9
2010-10-19,07:29,Muskox,27
2010-10-19,13:36,Ptarmigan,42
2010-10-20,00:19,Elk,22
2010-10-21,03:43,Elk,33
2010-10-21,17:21,Elk,27
2010-10-21,18:30,Moose,9
2010-10-21,15:35,Fox,8
2010-10-21,09:28,Wolverine,16
2010-10-22,06:47,Fox,14
2010-10-22,14:18,Wolf,9
2010-10-23,00:55,Grizzly,25
2010-10-23,21:41,Wolf,1
2010-10-23,18:48,Owl,30
2010-10-24,22:00,Elk,6
2010-10-24,13:22,Grizzly,35
2010-10-24,09:30,Elk,13
2010-10-25,22:08,Grizzly,35
2010-10-25,14:35,Owl,32
2010-10-26,20:45,Moose,21
2010-10-27,21:02,Fox,25
2010-10-28,07:51,Fox,18
2010-10-28,07:53,Wolverine,16
2010-10-28,15:18,Wolf,16
2010-10-29,20:49,Fox,9
2010-10-29,00:03,Owl,20
2010-10-30,05:33,Wolf,36
2010-10-30,13:00,Wolf,42
2010-10-31,20:08,Moose,42
2010-11-01,16:22,Fox,4
2010-11-01,11:58,Elk,17
2010-11-02,04:51,Wolverine,28
2010-11-03,11:57,Owl,37
2010-11-03,15:00,Grizzly,36
2010-11-03,20:17,Grizzly,12
2010-11-03,04:22,Moose,28
2010-11-03,04:56,Fox,19
2010-11-03,19:27,Grizzly,21
2010-11-04,09:47,Muskox,11
2010-11-04,09:45,Elk,34
2010-11-05,05:06,Muskox,36
2010-11-05,03:06,Elk,40
2010-11-06,14:09,Wolverine,12
2010-11-06,10:58,Wolf,18
2010-11-06,20:57,Owl,31
2010-11-07,22:02,Grizzly,26
2010-11-07,07:45,Owl,16
2010-11-07,03:48,Ptarmigan,19
2010-11-07,06:13,Elk,26
2010-11-08,04:04,Muskox,19
2010-11-08,13:34,Owl,13
2010-11-08,07:06,Moose,24
2010-11-09,12:34,Wolf,42
2010-11-10,09:05,Wolverine,22
2010-11-11,02:26,Elk,15
2010-11-11,19:26,Moose,4
2010-11-11,04:26,Ptarmigan,22
2010-11-11,21:00,Elk,42
2010-11-11,17:08,Fox,8
2010-11-11,13:21,Fox,25
2010-11-11,16:43,Grizzly,11
2010-11-11,00:24,Wolf,9
2010-11-11,08:03,Fox,32
2010-11-11,11:34,Elk,1
2010-11-11,05:07,Moose,16
2010-11-11,19:26,Wolf,37
2010-11-11,23:38,Muskox,4
2010-11-11,21:47,Elk,31
2010-11-12,09:30,Fox,29
2010-11-13,13:33,Wolverine,18
2010-11-13,21:25,Muskox,9
2010-11-13,04:49,Muskox,15
2010-11-14,07:56,Wolverine,12
2010-11-14,06:20,Muskox,16
2010-11-14,02:04,Moose,42
2010-11-15,09:46,Wolf,33
2010-11-15,20:20,Wolf,11
2010-11-16,23:13,Fox,35
2010-11-17,20:42,Wolverine,26
2010-11-18,00:50,Fox,26
2010-11-19,12:36,Wolf,19
2010-11-19,15:44,Elk,18
2010-11-19,19:22,Ptarmigan,4
2010-11-20,01:05,Ptarmigan,4
2010-11-20,05:22,Wolf,27
2010-11-21,03:14,Wolf,23
2010-11-21,06:57,Wolverine,19
2010-11-21,11:20,Ptarmigan,8
2010-11-21,20:38,Moose,22
2010-11-21,23:00,Moose,28
2010-11-22,15:49,Ptarmigan,24
2010-11-22,01:44,Muskox,25
2010-11-22,05:42,Moose,21
2010-11-23,13:14,Elk,5
2010-11-23,04:58,Owl,37
2010-11-24,16:48,Ptarmigan,40
2010-11-25,16:15,Wolverine,12
2010-11-26,14:31,Moose,16
2010-11-27,22:39,Moose,7
2010-11-28,01:28,Wolverine,20
2010-11-29,15:46,Grizzly,24
2010-11-30,07:18,Wolf,34
2010-11-30,08:46,Owl,4
2010-12-01,13:43,Wolf,12
2010-12-02,11:26,Grizzly,11
2010-12-02,03:45,Wolverine,37
2010-12-03,21:29,Muskox,10
2010-12-04,21:20,Wolverine,20
2010-12-05,23:58,Muskox,18
2010-12-06,23:14,Fox,18
2010-12-06,00:46,Ptarmigan,12
2010-12-06,06:42,Grizzly,37
2010-12-06,20:31,Grizzly,14
2010-12-06,17:54,Wolverine,5
2010-12-06,03:08,Elk,10
2010-12-07,20:15,Owl,36
2010-12-07,23:36,Grizzly,38
2010-12-07,04:14,Moose,11
2010-12-07,15:00,Fox,14
2010-12-08,23:37,Fox,30
2010-12-08,18:13,Fox,39
2010-12-09,05:26,Ptarmigan,42
2010-12-10,20:48,Wolverine,8
2010-12-10,22:21,Owl,4
2010-12-10,04:46,Owl,26
2010-12-11,18:06,Ptarmigan,5
2010-12-12,16:06,Moose,37
2010-12-12,01:17,Fox,20
2010-12-13,05:33,Muskox,33
2010-12-14,16:15,Fox,7
2010-12-15,04:36,Moose,4
2010-12-15,20:57,Moose,8
2010-12-16,18:28,Muskox,39
2010-12-16,10:44,Fox,26
2010-12-16,21:44,Elk,16
2010-12-17,13:23,Ptarmigan,26
2010-12-17,17:36,Muskox,37
2010-12-18,14:20,Ptarmigan,28
2010-12-19,06:34,Ptarmigan,30
2010-12-19,00:03,Wolverine,40
2010-12-19,10:56,Fox,30
2010-12-19,01:55,Fox,12
2010-12-20,21:51,Wolf,42
2010-12-20,12:23,Moose,6
2010-12-20,18:03,Wolf,15
2010-12-20,23:56,Wolverine,24
2010-12-20,23:22,Grizzly,28
2010-12-20,00:56,Moose,40
2010-12-20,05:42,Ptarmigan,1
2010-12-20,05:18,Muskox,3
2010-12-21,06:08,Owl,37
2010-12-22,08:59,Fox,7
2010-12-22,05:54,Fox,15
2010-12-23,01:37,Owl,10
2010-12-23,14:25,Fox,31
2010-12-23,15:20,Fox,4
2010-12-23,00:37,Moose,8
2010-12-23,15:56,Ptarmigan,25
2010-12-23,08:33,Wolverine,29
2010-12-24,21:58,Muskox,38
2010-12-25,11:06,Wolverine,32
2010-12-25,01:59,Owl,28
2010-12-25,15:55,Fox,32
2010-12-25,11:06,Muskox,39
2010-12-25,03:15,Wolf,18
2010-12-25,14:02,Wolverine,20
2010-12-26,02:57,Wolf,38
2010-12-27,01:10,Owl,25
2010-12-27,14:09,Owl,36
2010-12-27,01:24,Fox,6
2010-12-28,17:11,Ptarmigan,3
2010-12-29,04:51,Moose,6
2010-12-30,19:28,Fox,22
2010-12-31,07:38,Wolf,5
2011-01-01,18:39,Fox,15
2011-01-02,00:49,Wolverine,25
2011-01-02,16:54,Wolf,20
2011-01-02,02:04,Grizzly,9
2011-01-03,10:01,Muskox,3
2011-01-03,18:06,Muskox,11
2011-01-03,02:01,Ptarmigan,26
2011-01-03,13:19,Fox,16
2011-01-03,19:58,Fox,1
2011-01-03,07:51,Elk,23
2011-01-04,18:55,Elk,13
2011-01-04,05:21,Moose,28
2011-01-04,05:02,Wolverine,20
2011-01-05,06:01,Moose,20
2011-01-06,12:14,Wolf,2
2011-01-06,13:02,Grizzly,12
2011-01-07,16:40,Muskox,35
2011-01-08,20:31,Moose,17
2011-01-08,03:36,Ptarmigan,24
2011-01-09,20:45,Ptarmigan,42
2011-01-09,16:17,Fox,40
2011-01-10,08:47,Owl,10
2011-01-11,11:00,Owl,39
2011-01-12,00:03,Wolf,13
2011-01-13,11:07,Moose,21
2011-01-13,06:50,Elk,42
2011-01-13,17:41,Wolf,5
2011-01-14,23:19,Ptarmigan,20
2011-01-15,12:51,Ptarmigan,9
2011-01-15,05:28,Moose,18
2011-01-16,22:37,Muskox,16
2011-01-17,17:13,Elk,8
2011-01-18,19:00,Grizzly,10
2011-01-19,01:29,Fox,3
2011-01-19,02:16,Wolf,36
2011-01-20,23:06,Grizzly,36
2011-01-20,12:54,Fox,27
2011-01-20,00:04,Elk,30
2011-01-20,04:23,Wolverine,10
2011-01-21,20:25,Ptarmigan,26
2011-01-21,02:39,Fox,14
2011-01-21,01:28,Muskox,35
2011-01-22,02:23,Wolverine,2
2011-01-22,06:36,Elk,32
2011-01-22,11:06,Muskox,16
2011-01-22,18:31,Moose,9
2011-01-22,21:09,Owl,23
2011-01-22,18:27,Ptarmigan,25
2011-01-22,03:11,Wolf,17
2011-01-22,05:42,Muskox,40
2011-01-22,15:05,Ptarmigan,9
2011-01-23,02:33,Owl,5
2011-01-24,13:39,Wolverine,24
2011-01-25,00:29,Wolf,40
2011-01-25,18:35,Moose,19
2011-01-25,05:39,Elk,23
2011-01-25,06:55,Fox,26
2011-01-25,04:35,Ptarmigan,41
2011-01-25,11:28,Muskox,9
2011-01-26,17:34,Muskox,35
2011-01-27,09:49,Moose,23
2011-01-27,19:32,Wolverine,21
2011-01-27,02:13,Wolverine,41
2011-01-28,08:51,Muskox,34
2011-01-29,21:29,Grizzly,16
2011-01-29,16:49,Wolf,38
2011-01-30,01:11,Grizzly,24
2011-01-30,07:32,Grizzly,41
2011-01-30,12:57,Fox,7
2011-01-30,10:32,Wolf,37
2011-01-30,13:32,Wolf,30
2011-01-30,16:02,Wolverine,29
2011-01-31,23:46,Elk,36
2011-02-01,06:17,Elk,3
2011-02-01,10:37,Fox,26
2011-02-01,22:09,Ptarmigan,37
2011-02-02,09:03,Wolverine,22
2011-02-03,19:59,Fox,7
2011-02-03,23:40,Wolverine,39
2011-02-04,07:20,Grizzly,30
2011-02-05,18:43,Moose,32
2011-02-06,23:47,Ptarmigan,11
2011-02-06,07:46,Grizzly,11
2011-02-06,09:56,Fox,35
2011-02-07,03:18,Ptarmigan,39
2011-02-07,12:59,Fox,21
2011-02-08,22:38,Wolverine,30
2011-02-09,17:27,Wolf,1
2011-02-09,05:59,Wolverine,12
2011-02-10,05:08,Ptarmigan,25
2011-02-11,01:47,Grizzly,39
2011-02-12,00:00,Elk,18
2011-02-12,16:25,Grizzly,6
2011-02-13,09:11,Ptarmigan,42
2011-02-14,20:59,Ptarmigan,8
2011-02-15,17:37,Muskox,12
2011-02-15,21:43,Moose,18
2011-02-15,13:13,Wolverine,42
2011-02-15,00:48,Muskox,40
2011-02-15,19:45,Ptarmigan,18
2011-02-16,08:44,Ptarmigan,24
2011-02-17,23:30,Ptarmigan,10
2011-02-18,14:46,Grizzly,28
2011-02-18,01:05,Grizzly,29
2011-02-18,20:29,Elk,30
2011-02-19,02:01,Wolverine,30
2011-02-19,08:30,Owl,33
2011-02-19,03:31,Muskox,12
2011-02-19,04:05,Muskox,32
2011-02-19,00:01,Muskox,10
2011-02-19,03:56,Ptarmigan,8
2011-02-19,03:36,Wolf,21
2011-02-19,18:20,Wolverine,2
2011-02-20,21:45,Ptarmigan,13
2011-02-21,05:48,Elk,12
2011-02-22,01:36,Wolverine,23
2011-02-23,16:48,Elk,16
2011-02-23,07:52,Wolverine,22
2011-02-23,11:56,Owl,40
2011-02-24,10:46,Moose,23
2011-02-24,08:25,Wolverine,23
2011-02-25,08:06,Ptarmigan,21
2011-02-26,23:42,Wolf,10
2011-02-26,19:20,Muskox,3
2011-02-26,02:51,Wolverine,18
2011-02-27,13:39,Ptarmigan,31
2011-02-28,07:52,Moose,18
2011-03-01,14:43,Ptarmigan,15
2011-03-01,15:00,Wolf,42
2011-03-02,16:50,Owl,4
2011-03-03,04:48,Grizzly,18
2011-03-04,23:59,Moose,7
2011-03-05,07:13,Moose,7
2011-03-05,09:00,Elk,37
2011-03-06,19:16,Wolverine,6
2011-03-06,08:24,Wolverine,23
2011-03-07,22:31,Owl,10
2011-03-08,15:26,Moose,32
2011-03-09,02:20,Ptarmigan,26
2011-03-09,12:06,Ptarmigan,19
2011-03-10,08:33,Elk,3
2011-03-10,04:00,Wolf,8
2011-03-11,06:18,Wolf,2
2011-03-12,14:02,Wolf,22
2011-03-12,19:24,Fox,11
2011-03-13,01:26,Grizzly,26
2011-03-14,03:25,Moose,26
2011-03-14,00:24,Muskox,30
2011-03-15,11:07,Ptarmigan,13
2011-03-15,19:57,Wolf,39
2011-03-15,15:50,Moose,31
2011-03-15,18:43,Moose,41
2011-03-15,23:24,Wolf,10
2011-03-15,23:59,Grizzly,38
2011-03-16,06:18,Elk,9
2011-03-16,21:09,Wolverine,6
2011-03-16,22:00,Wolverine,27
2011-03-17,20:45,Muskox,34
2011-03-17,23:46,Fox,20
2011-03-18,01:38,Muskox,30
2011-03-18,11:14,Muskox,23
2011-03-18,18:35,Ptarmigan,35
2011-03-19,15:24,Moose,41
2011-03-19,01:33,Elk,17
2011-03-19,11:13,Fox,2
2011-03-20,17:30,Ptarmigan,42
2011-03-21,23:58,Fox,40
2011-03-22,13:57,Ptarmigan,25
2011-03-23,00:39,Wolf,23
2011-03-24,22:30,Wolverine,16
2011-03-25,23:47,Ptarmigan,23
2011-03-25,11:49,Fox,15
2011-03-26,13:11,Ptarmigan,40
2011-03-27,22:28,Muskox,23
2011-03-28,12:05,Owl,28
2011-03-28,19:33,Ptarmigan,33
2011-03-29,00:29,Fox,29
2011-03-29,23:02,Ptarmigan,33
2011-03-29,06:15,Wolf,41
2011-03-30,01:33,Wolf,14
2011-03-31,09:12,Wolf,2
2011-04-01,05:28,Ptarmigan,38
2011-04-01,08:01,Ptarmigan,29
2011-04-01,11:44,Wolverine,18
2011-04-02,18:43,Ptarmigan,25
2011-04-02,09:42,Muskox,18
2011-04-02,15:01,Fox,17
2011-04-03,15:04,Moose,10
2011-04-03,03:35,Moose,16
2011-04-04,05:35,Ptarmigan,40
2011-04-04,12:47,Fox,3
2011-04-04,07:16,Muskox,32
2011-04-05,14:29,Fox,22
2011-04-06,01:39,Elk,42
2011-04-07,22:58,Muskox,23
2011-04-07,07:37,Fox,27
2011-04-08,01:22,Owl,8
2011-04-08,01:55,Elk,30
2011-04-09,23:47,Moose,21
2011-04-09,02:05,Fox,8
2011-04-10,23:03,Owl,22
2011-04-11,01:36,Elk,29
2011-04-12,14:31,Grizzly,6
2011-04-13,22:12,Grizzly,20
2011-04-14,12:23,Fox,29
2011-04-15,23:20,Grizzly,30
2011-04-15,16:08,Muskox,35
2011-04-15,23:16,Moose,7
2011-04-15,21:18,Grizzly,29
2011-04-16,16:31,Fox,8
2011-04-17,22:11,Elk,4
2011-04-17,07:40,Wolf,22
2011-04-18,07:33,Elk,17
2011-04-19,09:54,Owl,15
2011-04-19,04:46,Muskox,19
2011-04-19,01:46,Wolverine,17
2011-04-19,22:40,Wolf,36
2011-04-20,22:13,Moose,27
2011-04-20,16:52,Owl,29
2011-04-20,22:02,Fox,29
2011-04-20,12:01,Wolf,16
2011-04-21,11:25,Moose,3
2011-04-21,08:17,Grizzly,21
2011-04-21,15:47,Ptarmigan,18
2011-04-22,18:38,Wolverine,29
2011-04-23,21:05,Moose,15
2011-04-24,03:50,Ptarmigan,20
2011-04-25,22:14,Wolverine,4
2011-04-26,03:38,Grizzly,36
2011-04-27,06:41,Fox,40
2011-04-27,20:24,Wolverine,16
2011-04-27,13:22,Grizzly,32
2011-04-28,14:25,Wolf,22
2011-04-29,04:33,Wolverine,28
2011-04-30,01:03,Fox,38
2011-04-30,04:04,Moose,8
2011-04-30,23:04,Muskox,33
2011-05-01,13:31,Moose,38
2011-05-02,19:54,Grizzly,12
2011-05-03,18:04,Muskox,1
2011-05-04,01:50,Ptarmigan,42
2011-05-05,02:08,Ptarmigan,8
2011-05-05,12:28,Wolf,41
