Athlete	Age	Country	Year	Closing_Ceremony_Date	Sport	Gold_Medals	Silver_Medals	Bronze_Medals	Total_Medals
Ri_Song-Hui	25	North_Korea	2004	8/29/04	Weightlifting	0	1	0	1
Israel_José_Rubio	23	Venezuela	2004	8/29/04	Weightlifting	0	0	1	1
Raema_Lisa_Rumbewas	23	Indonesia	2004	8/29/04	Weightlifting	0	1	0	1
Andrey_Rybakov	22	Belarus	2004	8/29/04	Weightlifting	0	1	0	1
Taner_Sagir	19	Turkey	2004	8/29/04	Weightlifting	1	0	0	1
Viktors__cerbatihs	29	Latvia	2004	8/29/04	Weightlifting	0	1	0	1
Shi_Zhiyong	24	China	2004	8/29/04	Weightlifting	1	0	0	1
Nataliya_Skakun	23	Ukraine	2004	8/29/04	Weightlifting	1	0	0	1
Tatyana_Stukalova	28	Belarus	2004	8/29/04	Weightlifting	0	0	1	1
Tang_Gonghong	25	China	2004	8/29/04	Weightlifting	1	0	0	1
Nurcan_Taylan	20	Turkey	2004	8/29/04	Weightlifting	1	0	0	1
Pawina_Thongsuk	25	Thailand	2004	8/29/04	Weightlifting	1	0	0	1
Eduard_Tyukin	26	Russia	2004	8/29/04	Weightlifting	0	0	1	1
Aree_Wiratthaworn	24	Thailand	2004	8/29/04	Weightlifting	0	0	1	1
Agata_Wróbel	22	Poland	2004	8/29/04	Weightlifting	0	0	1	1
Wu_Meijin	24	China	2004	8/29/04	Weightlifting	0	1	0	1
Nataliya_Zabolotnaya	19	Russia	2004	8/29/04	Weightlifting	0	1	0	1
Zhang_Guozheng	29	China	2004	8/29/04	Weightlifting	1	0	0	1
Giorgi_Asanidze	25	Georgia	2000	10/1/00	Weightlifting	0	0	1	1
Galabin_Boevski	25	Bulgaria	2000	10/1/00	Weightlifting	1	0	0	1
Andrey_Chemerkin	28	Russia	2000	10/1/00	Weightlifting	0	0	1	1
Chen_Xiaomin	23	China	2000	10/1/00	Weightlifting	1	0	0	1
Pyrros_Dimas	28	Greece	2000	10/1/00	Weightlifting	1	0	0	1
Ding_Meiyuan	20	China	2000	10/1/00	Weightlifting	1	0	0	1
Cheryl_Haworth	17	United_States	2000	10/1/00	Weightlifting	0	0	1	1
Marc_Huster	30	Germany	2000	10/1/00	Weightlifting	0	1	0	1
Sri_Indriyani	21	Indonesia	2000	10/1/00	Weightlifting	0	0	1	1
Soraya_Jiménez	23	Mexico	2000	10/1/00	Weightlifting	1	0	0	1
Akakios_Kakiasvili	31	Greece	2000	10/1/00	Weightlifting	1	0	0	1
Ioanna_Khatziioannou	26	Greece	2000	10/1/00	Weightlifting	0	0	1	1
Szymon_Kolecki	18	Poland	2000	10/1/00	Weightlifting	0	1	0	1
Kuo_Yi-Hang	25	Chinese_Taipei	2000	10/1/00	Weightlifting	0	0	1	1
Sergey_Lavrenov	28	Belarus	2000	10/1/00	Weightlifting	0	0	1	1
Li_Feng-Ying	25	Chinese_Taipei	2000	10/1/00	Weightlifting	0	1	0	1
Lin_Weining	21	China	2000	10/1/00	Weightlifting	1	0	0	1
Karnam_Malleswari	25	India	2000	10/1/00	Weightlifting	0	0	1	1
Georgi_Markov	22	Bulgaria	2000	10/1/00	Weightlifting	0	1	0	1
Erzsébet_Márkus-Peresztegi	31	Hungary	2000	10/1/00	Weightlifting	0	1	0	1
Arsen_Melikyan	24	Armenia	2000	10/1/00	Weightlifting	0	0	1	1
Viktor_Mitrou	27	Greece	2000	10/1/00	Weightlifting	0	1	0	1
Halil_Mutlu	27	Turkey	2000	10/1/00	Weightlifting	1	0	0	1
Tara_Nott-Cunningham	28	United_States	2000	10/1/00	Weightlifting	1	0	0	1
Ruth_Ogbeifo	28	Nigeria	2000	10/1/00	Weightlifting	0	1	0	1
Gennady_Oleshchuk	24	Belarus	2000	10/1/00	Weightlifting	0	0	1	1
Nikolay_Peshalov	30	Croatia	2000	10/1/00	Weightlifting	1	0	0	1
Aleksey_Petrov	26	Russia	2000	10/1/00	Weightlifting	0	0	1	1
Valentina_Popova	27	Russia	2000	10/1/00	Weightlifting	0	1	0	1
Hossein_Reza_Zadeh	22	Iran	2000	10/1/00	Weightlifting	1	0	0	1
Ri_Song-Hui	21	North_Korea	2000	10/1/00	Weightlifting	0	1	0	1
Raema_Lisa_Rumbewas	19	Indonesia	2000	10/1/00	Weightlifting	0	1	0	1
Leonidas_Sabanis	28	Greece	2000	10/1/00	Weightlifting	0	1	0	1
Asaad_Said_Saif	21	Qatar	2000	10/1/00	Weightlifting	0	0	1	1
Winarni_Binti_Slamet	24	Indonesia	2000	10/1/00	Weightlifting	0	0	1	1
Khassaraporn_Suta	28	Thailand	2000	10/1/00	Weightlifting	0	0	1	1
Hossein_Tavakoli	22	Iran	2000	10/1/00	Weightlifting	1	0	0	1
Alan_Tsagaev	23	Bulgaria	2000	10/1/00	Weightlifting	0	1	0	1
María_Isabel_Urrutia	35	Colombia	2000	10/1/00	Weightlifting	1	0	0	1
Ronny_Weller	31	Germany	2000	10/1/00	Weightlifting	0	1	0	1
Agata_Wróbel	19	Poland	2000	10/1/00	Weightlifting	0	1	0	1
Wu_Wenxiong	19	China	2000	10/1/00	Weightlifting	0	1	0	1
Yang_Xia	22	China	2000	10/1/00	Weightlifting	1	0	0	1
Zhan_Xugang	26	China	2000	10/1/00	Weightlifting	1	0	0	1
Zhang_Xiangxiang	17	China	2000	10/1/00	Weightlifting	0	0	1	1
Matteo_Aicardi	26	Italy	2012	8/12/12	Waterpolo	0	1	0	1
Milan_Aleksic	26	Serbia	2012	8/12/12	Waterpolo	0	0	1	1
Betsey_Armstrong	29	United_States	2012	8/12/12	Waterpolo	1	0	0	1
Marta_Bach	19	Spain	2012	8/12/12	Waterpolo	0	1	0	1
Samir_Barac	38	Croatia	2012	8/12/12	Waterpolo	1	0	0	1
Gemma_Beadsworth	25	Australia	2012	8/12/12	Waterpolo	0	0	1	1
Andrea_Blas	20	Spain	2012	8/12/12	Waterpolo	0	1	0	1
Miho_Bo_kovic	29	Croatia	2012	8/12/12	Waterpolo	1	0	0	1
Victoria_Brown	27	Australia	2012	8/12/12	Waterpolo	0	0	1	1
Ivan_Buljuba_ic	24	Croatia	2012	8/12/12	Waterpolo	1	0	0	1
Damir_Buric	31	Croatia	2012	8/12/12	Waterpolo	1	0	0	1
Andro_Bu_lje	26	Croatia	2012	8/12/12	Waterpolo	1	0	0	1
Kami_Craig	25	United_States	2012	8/12/12	Waterpolo	1	0	0	1
Nik_a_Dobud	26	Croatia	2012	8/12/12	Waterpolo	1	0	0	1
Annika_Dries	20	United_States	2012	8/12/12	Waterpolo	1	0	0	1
Anna_Espar	19	Spain	2012	8/12/12	Waterpolo	0	1	0	1
Laura_Ester	22	Spain	2012	8/12/12	Waterpolo	0	1	0	1
Maurizio_Felugo	31	Italy	2012	8/12/12	Waterpolo	0	1	0	1
Pietro_Figlioli	28	Italy	2012	8/12/12	Waterpolo	0	1	0	1
Filip_Filipovic	25	Serbia	2012	8/12/12	Waterpolo	0	0	1	1
Deni_Fiorentini	28	Italy	2012	8/12/12	Waterpolo	0	1	0	1
Valentino_Gallo	27	Italy	2012	8/12/12	Waterpolo	0	1	0	1
Maica_García	21	Spain	2012	8/12/12	Waterpolo	0	1	0	1
Massimo_Giacoppo	29	Italy	2012	8/12/12	Waterpolo	0	1	0	1
Alex_Giorgetti	24	Italy	2012	8/12/12	Waterpolo	0	1	0	1
Niccolò_Gitto	25	Italy	2012	8/12/12	Waterpolo	0	1	0	1
_ivko_Gocic	29	Serbia	2012	8/12/12	Waterpolo	0	0	1	1
Kate_Gynther	30	Australia	2012	8/12/12	Waterpolo	0	0	1	1
Igor_Hinic	36	Croatia	2012	8/12/12	Waterpolo	1	0	0	1
Maro_Jokovic	24	Croatia	2012	8/12/12	Waterpolo	1	0	0	1
Bronwen_Knox	26	Australia	2012	8/12/12	Waterpolo	0	0	1	1
Holly_Lincoln-Smith	24	Australia	2012	8/12/12	Waterpolo	0	0	1	1
Laura_López	24	Spain	2012	8/12/12	Waterpolo	0	1	0	1
Du_an_Mandic	18	Serbia	2012	8/12/12	Waterpolo	0	0	1	1
Courtney_Mathewson	25	United_States	2012	8/12/12	Waterpolo	1	0	0	1
Alicia_McCormack	29	Australia	2012	8/12/12	Waterpolo	0	0	1	1
Ona_Meseguer	24	Spain	2012	8/12/12	Waterpolo	0	1	0	1
Lorena_Miranda	21	Spain	2012	8/12/12	Waterpolo	0	1	0	1
Stefan_Mitrovic	24	Serbia	2012	8/12/12	Waterpolo	0	0	1	1
Jane_Moran	27	Australia	2012	8/12/12	Waterpolo	0	0	1	1
Petar_Muslim	24	Croatia	2012	8/12/12	Waterpolo	1	0	0	1
Slobodan_Nikic	29	Serbia	2012	8/12/12	Waterpolo	0	0	1	1
Paulo_Obradovic	26	Croatia	2012	8/12/12	Waterpolo	1	0	0	1
Mati_Ortíz	21	Spain	2012	8/12/12	Waterpolo	0	1	0	1
Jenny_Pareja	28	Spain	2012	8/12/12	Waterpolo	0	1	0	1
Giacomo_Pastorino	32	Italy	2012	8/12/12	Waterpolo	0	1	0	1
Josip_Pavic	30	Croatia	2012	8/12/12	Waterpolo	1	0	0	1
Pilar_Peña	26	Spain	2012	8/12/12	Waterpolo	0	1	0	1
Amaurys_Perez	36	Italy	2012	8/12/12	Waterpolo	0	1	0	1
Heather_Petri	34	United_States	2012	8/12/12	Waterpolo	1	0	0	1
Du_ko_Pijetlovic	27	Serbia	2012	8/12/12	Waterpolo	0	0	1	1
Gojko_Pijetlovic	28	Serbia	2012	8/12/12	Waterpolo	0	0	1	1
Danijel_Premu_	31	Italy	2012	8/12/12	Waterpolo	0	1	0	1
Christian_Presciutti	29	Italy	2012	8/12/12	Waterpolo	0	1	0	1
Andrija_Prlainovic	25	Serbia	2012	8/12/12	Waterpolo	0	0	1	1
Glencora_Ralph	24	Australia	2012	8/12/12	Waterpolo	0	0	1	1
Nikola_Raden	27	Serbia	2012	8/12/12	Waterpolo	0	0	1	1
Mel_Rippon	31	Australia	2012	8/12/12	Waterpolo	0	0	1	1
Kelly_Rulon	28	United_States	2012	8/12/12	Waterpolo	1	0	0	1
Aleksa__aponjic	20	Serbia	2012	8/12/12	Waterpolo	0	0	1	1
Melissa_Seidemann	22	United_States	2012	8/12/12	Waterpolo	1	0	0	1
Sophie_Smith	26	Australia	2012	8/12/12	Waterpolo	0	0	1	1
Slobodan_Soro	33	Serbia	2012	8/12/12	Waterpolo	0	0	1	1
Ash_Southern	19	Australia	2012	8/12/12	Waterpolo	0	0	1	1
Jessica_Steffens	25	United_States	2012	8/12/12	Waterpolo	1	0	0	1
Maggie_Steffens	19	United_States	2012	8/12/12	Waterpolo	1	0	0	1
Sandro_Sukno	22	Croatia	2012	8/12/12	Waterpolo	1	0	0	1
Roser_Tarragó	19	Spain	2012	8/12/12	Waterpolo	0	1	0	1
Stefano_Tempesti	33	Italy	2012	8/12/12	Waterpolo	0	1	0	1
Vanja_Udovicic	29	Serbia	2012	8/12/12	Waterpolo	0	0	1	1
Frano_Vican	36	Croatia	2012	8/12/12	Waterpolo	1	0	0	1
Brenda_Villa	32	United_States	2012	8/12/12	Waterpolo	1	0	0	1
Rowie_Webster	24	Australia	2012	8/12/12	Waterpolo	0	0	1	1
Lauren_Wenger	28	United_States	2012	8/12/12	Waterpolo	1	0	0	1
Elsie_Windes	27	United_States	2012	8/12/12	Waterpolo	1	0	0	1
Nicola_Zagame	22	Australia	2012	8/12/12	Waterpolo	0	0	1	1
Betsey_Armstrong	25	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Tony_Azevedo	26	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Ryan_Bailey	32	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Gemma_Beadsworth	21	Australia	2008	8/24/08	Waterpolo	0	0	1	1
Layne_Beaubien	32	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Tibor_Benedek	36	Hungary	2008	8/24/08	Waterpolo	1	0	0	1
Péter_Biros	32	Hungary	2008	8/24/08	Waterpolo	1	0	0	1
Brandon_Brooks	27	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Mieke_Cabout	22	Netherlands	2008	8/24/08	Waterpolo	1	0	0	1
Patty_Cardenas	23	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Aleksandar_Ciric	30	Serbia	2008	8/24/08	Waterpolo	0	0	1	1
Kami_Craig	21	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Nikita_Cuffe	28	Australia	2008	8/24/08	Waterpolo	0	0	1	1
Daniëlle_de_Bruijn	30	Netherlands	2008	8/24/08	Waterpolo	1	0	0	1
Filip_Filipovic	21	Serbia	2008	8/24/08	Waterpolo	0	0	1	1
Suzie_Fraser	19	Australia	2008	8/24/08	Waterpolo	0	0	1	1
István_Gergely	31	Hungary	2008	8/24/08	Waterpolo	1	0	0	1
_ivko_Gocic	25	Serbia	2008	8/24/08	Waterpolo	0	0	1	1
Taniele_Gofers	23	Australia	2008	8/24/08	Waterpolo	0	0	1	1
Natalie_Golda	26	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Alison_Gregorka	23	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Rianne_Guichelaar	24	Netherlands	2008	8/24/08	Waterpolo	1	0	0	1
Kate_Gynther	26	Australia	2008	8/24/08	Waterpolo	0	0	1	1
Biurakn_Hakhverdian	22	Netherlands	2008	8/24/08	Waterpolo	1	0	0	1
Brittany_Hayes	23	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Amy_Hetzel	25	Australia	2008	8/24/08	Waterpolo	0	0	1	1
Jaime_Hipp	26	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Norbert_Hosnyánszky	24	Hungary	2008	8/24/08	Waterpolo	1	0	0	1
Peter_Hudnut	28	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Tim_Hutten	23	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Tamás_Kásás	32	Hungary	2008	8/24/08	Waterpolo	1	0	0	1
Gábor_Kis	25	Hungary	2008	8/24/08	Waterpolo	1	0	0	1
Gergo_Kiss	30	Hungary	2008	8/24/08	Waterpolo	1	0	0	1
Noeki_Klein	25	Netherlands	2008	8/24/08	Waterpolo	1	0	0	1
Bronwen_Knox	22	Australia	2008	8/24/08	Waterpolo	0	0	1	1
Emma_Knox	30	Australia	2008	8/24/08	Waterpolo	0	0	1	1
Simone_Koot	27	Netherlands	2008	8/24/08	Waterpolo	1	0	0	1
J._W._Krumpholz	20	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Norbert_Madaras	28	Hungary	2008	8/24/08	Waterpolo	1	0	0	1
Alicia_McCormack	25	Australia	2008	8/24/08	Waterpolo	0	0	1	1
Rick_Merlo	26	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Tamás_Molnár	33	Hungary	2008	8/24/08	Waterpolo	1	0	0	1
Merrill_Moses	30	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Branko_Pekovic	29	Serbia	2008	8/24/08	Waterpolo	0	0	1	1
Heather_Petri	30	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Du_ko_Pijetlovic	23	Serbia	2008	8/24/08	Waterpolo	0	0	1	1
Jeff_Powers	28	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Andrija_Prlainovic	21	Serbia	2008	8/24/08	Waterpolo	0	0	1	1
Nikola_Raden	23	Serbia	2008	8/24/08	Waterpolo	0	0	1	1
Bec_Rippon	29	Australia	2008	8/24/08	Waterpolo	0	0	1	1
Mel_Rippon	27	Australia	2008	8/24/08	Waterpolo	0	0	1	1
Jenna_Santoromito	21	Australia	2008	8/24/08	Waterpolo	0	0	1	1
Mia_Santoromito	23	Australia	2008	8/24/08	Waterpolo	0	0	1	1
Aleksandar__apic	30	Serbia	2008	8/24/08	Waterpolo	0	0	1	1
Dejan_Savic	33	Serbia	2008	8/24/08	Waterpolo	0	0	1	1
Denis__efik	31	Serbia	2008	8/24/08	Waterpolo	0	0	1	1
Alette_Sijbring	26	Netherlands	2008	8/24/08	Waterpolo	1	0	0	1
Yasemin_Smit	23	Netherlands	2008	8/24/08	Waterpolo	1	0	0	1
Jesse_Smith	25	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Slobodan_Soro	29	Serbia	2008	8/24/08	Waterpolo	0	0	1	1
Jessica_Steffens	21	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Zoltán_Szécsi	30	Hungary	2008	8/24/08	Waterpolo	1	0	0	1
Vanja_Udovicic	25	Serbia	2008	8/24/08	Waterpolo	0	0	1	1
Iefke_van_Belkum	22	Netherlands	2008	8/24/08	Waterpolo	1	0	0	1
Gillian_van_den_Berg	36	Netherlands	2008	8/24/08	Waterpolo	1	0	0	1
Marieke_van_den_Ham	25	Netherlands	2008	8/24/08	Waterpolo	1	0	0	1
Ilse_van_der_Meijden	19	Netherlands	2008	8/24/08	Waterpolo	1	0	0	1
Moriah_Van_Norman	24	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Peter_Varellas	23	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Dániel_Varga	24	Hungary	2008	8/24/08	Waterpolo	1	0	0	1
Dénes_Varga	21	Hungary	2008	8/24/08	Waterpolo	1	0	0	1
Tamás_Varga	33	Hungary	2008	8/24/08	Waterpolo	1	0	0	1
Brenda_Villa	28	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Vlada_Vujasinovic	34	Serbia	2008	8/24/08	Waterpolo	0	0	1	1
Lauren_Wenger	24	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Elsie_Windes	23	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Adam_Wright	31	United_States	2008	8/24/08	Waterpolo	0	1	0	1
Carmela_Allucci	34	Italy	2004	8/29/04	Waterpolo	1	0	0	1
Alexandra_Araujo	32	Italy	2004	8/29/04	Waterpolo	1	0	0	1
Dimitra_Asilian	32	Greece	2004	8/29/04	Waterpolo	0	1	0	1
Roman_Balashov	27	Russia	2004	8/29/04	Waterpolo	0	0	1	1
Robin_Beauregard	25	United_States	2004	8/29/04	Waterpolo	0	0	1	1
Tibor_Benedek	32	Hungary	2004	8/29/04	Waterpolo	1	0	0	1
Péter_Biros	28	Hungary	2004	8/29/04	Waterpolo	1	0	0	1
Silvia_Bosurgi	25	Italy	2004	8/29/04	Waterpolo	1	0	0	1
Revaz_Chomakhidze	30	Russia	2004	8/29/04	Waterpolo	0	0	1	1
Aleksandar_Ciric	26	Serbia_and_Montenegro	2004	8/29/04	Waterpolo	0	1	0	1
Francesca_Conti	32	Italy	2004	8/29/04	Waterpolo	1	0	0	1
Tania_Di_Mario	25	Italy	2004	8/29/04	Waterpolo	1	0	0	1
Margaret_Dingeldein	24	United_States	2004	8/29/04	Waterpolo	0	0	1	1
Georgia_Ellinaki	30	Greece	2004	8/29/04	Waterpolo	0	1	0	1
Ellen_Estes	25	United_States	2004	8/29/04	Waterpolo	0	0	1	1
Aleksandr_Fedorov	23	Russia	2004	8/29/04	Waterpolo	0	0	1	1
Rajmund_Fodor	28	Hungary	2004	8/29/04	Waterpolo	1	0	0	1
Jacqueline_Frank	24	United_States	2004	8/29/04	Waterpolo	0	0	1	1
Sergey_Garbuzov	30	Russia	2004	8/29/04	Waterpolo	0	0	1	1
István_Gergely	27	Hungary	2004	8/29/04	Waterpolo	1	0	0	1
Elena_Gigli	19	Italy	2004	8/29/04	Waterpolo	1	0	0	1
Vladimir_Gojkovic	23	Serbia_and_Montenegro	2004	8/29/04	Waterpolo	0	1	0	1
Natalie_Golda	22	United_States	2004	8/29/04	Waterpolo	0	0	1	1
Dmitry_Gorshkov	37	Russia	2004	8/29/04	Waterpolo	0	0	1	1
Melania_Grego	31	Italy	2004	8/29/04	Waterpolo	1	0	0	1
Danilo_Ikodinovic	27	Serbia_and_Montenegro	2004	8/29/04	Waterpolo	0	1	0	1
Viktor_Jelenic	33	Serbia_and_Montenegro	2004	8/29/04	Waterpolo	0	1	0	1
Predrag_Jokic	21	Serbia_and_Montenegro	2004	8/29/04	Waterpolo	0	1	0	1
Eftykhia_Karagianni	30	Greece	2004	8/29/04	Waterpolo	0	1	0	1
Angeliki_Karapataki	29	Greece	2004	8/29/04	Waterpolo	0	1	0	1
Tamás_Kásás	28	Hungary	2004	8/29/04	Waterpolo	1	0	0	1
Gergo_Kiss	26	Hungary	2004	8/29/04	Waterpolo	1	0	0	1
Nikolay_Kozlov	32	Russia	2004	8/29/04	Waterpolo	0	0	1	1
Voula_Kozomboli	30	Greece	2004	8/29/04	Waterpolo	0	1	0	1
Georgia_Lara	24	Greece	2004	8/29/04	Waterpolo	0	1	0	1
Kiki_Liosi	24	Greece	2004	8/29/04	Waterpolo	0	1	0	1
Ericka_Lorenz	23	United_States	2004	8/29/04	Waterpolo	0	0	1	1
Norbert_Madaras	24	Hungary	2004	8/29/04	Waterpolo	1	0	0	1
Nikolay_Maksimov	31	Russia	2004	8/29/04	Waterpolo	0	0	1	1
Giusi_Malato	33	Italy	2004	8/29/04	Waterpolo	1	0	0	1
Antiopi_Melidoni	26	Greece	2004	8/29/04	Waterpolo	0	1	0	1
Martina_Miceli	30	Italy	2004	8/29/04	Waterpolo	1	0	0	1
Tamás_Molnár	29	Hungary	2004	8/29/04	Waterpolo	1	0	0	1
Heather_Moody	30	United_States	2004	8/29/04	Waterpolo	0	0	1	1
Tonia_Moraiti	27	Greece	2004	8/29/04	Waterpolo	0	1	0	1
Evi_Moraitidou	29	Greece	2004	8/29/04	Waterpolo	0	1	0	1
Thalia_Munro	22	United_States	2004	8/29/04	Waterpolo	0	0	1	1
Maddalena_Musumeci	28	Italy	2004	8/29/04	Waterpolo	1	0	0	1
Anthi_Mylonaki	20	Greece	2004	8/29/04	Waterpolo	0	1	0	1
Slobodan_Nikic	21	Serbia_and_Montenegro	2004	8/29/04	Waterpolo	0	1	0	1
Katerina_Oikonomopoulou	26	Greece	2004	8/29/04	Waterpolo	0	1	0	1
Heather_Petri	26	United_States	2004	8/29/04	Waterpolo	0	0	1	1
Cinzia_Ragusa	27	Italy	2004	8/29/04	Waterpolo	1	0	0	1
Andrey_Rekechinsky	23	Russia	2004	8/29/04	Waterpolo	0	0	1	1
Antigoni_Roumbesi	21	Greece	2004	8/29/04	Waterpolo	0	1	0	1
Kelly_Rulon	20	United_States	2004	8/29/04	Waterpolo	0	0	1	1
Aleksandar__apic	26	Serbia_and_Montenegro	2004	8/29/04	Waterpolo	0	1	0	1
Dejan_Savic	29	Serbia_and_Montenegro	2004	8/29/04	Waterpolo	0	1	0	1
Denis__efik	27	Serbia_and_Montenegro	2004	8/29/04	Waterpolo	0	1	0	1
Amber_Stachowski	21	United_States	2004	8/29/04	Waterpolo	0	0	1	1
Ádám_Steinmetz	24	Hungary	2004	8/29/04	Waterpolo	1	0	0	1
Barnabás_Steinmetz	28	Hungary	2004	8/29/04	Waterpolo	1	0	0	1
Dmitry_Stratan	29	Russia	2004	8/29/04	Waterpolo	0	0	1	1
Zoltán_Szécsi	26	Hungary	2004	8/29/04	Waterpolo	1	0	0	1
Noémi_Tóth	28	Italy	2004	8/29/04	Waterpolo	1	0	0	1
Petar_Trbojevic	30	Serbia_and_Montenegro	2004	8/29/04	Waterpolo	0	1	0	1
Vanja_Udovicic	21	Serbia_and_Montenegro	2004	8/29/04	Waterpolo	0	1	0	1
Tamás_Varga	29	Hungary	2004	8/29/04	Waterpolo	1	0	0	1
Attila_Vári	28	Hungary	2004	8/29/04	Waterpolo	1	0	0	1
Brenda_Villa	24	United_States	2004	8/29/04	Waterpolo	0	0	1	1
Vlada_Vujasinovic	31	Serbia_and_Montenegro	2004	8/29/04	Waterpolo	0	1	0	1
Aleksandr_Yeryshov	31	Russia	2004	8/29/04	Waterpolo	0	0	1	1
Vitaly_Yurchik	21	Russia	2004	8/29/04	Waterpolo	0	0	1	1
Marat_Zakirov	30	Russia	2004	8/29/04	Waterpolo	0	0	1	1
Emanuela_Zanchi	26	Italy	2004	8/29/04	Waterpolo	1	0	0	1
Irek_Zinnurov	35	Russia	2004	8/29/04	Waterpolo	0	0	1	1
Marina_Akobiya	25	Russia	2000	10/1/00	Waterpolo	0	0	1	1
Yekaterina_Anikeyeva	31	Russia	2000	10/1/00	Waterpolo	0	0	1	1
Roman_Balashov	23	Russia	2000	10/1/00	Waterpolo	0	1	0	1
Robin_Beauregard	21	United_States	2000	10/1/00	Waterpolo	0	1	0	1
Tibor_Benedek	28	Hungary	2000	10/1/00	Waterpolo	1	0	0	1
Péter_Biros	24	Hungary	2000	10/1/00	Waterpolo	1	0	0	1
Naomi_Castle	26	Australia	2000	10/1/00	Waterpolo	1	0	0	1
Revaz_Chomakhidze	26	Russia	2000	10/1/00	Waterpolo	0	1	0	1
Aleksandar_Ciric	22	Serbia_and_Montenegro	2000	10/1/00	Waterpolo	0	0	1	1
Dmitry_Dugin	32	Russia	2000	10/1/00	Waterpolo	0	1	0	1
Ellen_Estes	21	United_States	2000	10/1/00	Waterpolo	0	1	0	1
Rajmund_Fodor	24	Hungary	2000	10/1/00	Waterpolo	1	0	0	1
Joanne_Fox	21	Australia	2000	10/1/00	Waterpolo	1	0	0	1
Sergey_Garbuzov	26	Russia	2000	10/1/00	Waterpolo	0	1	0	1
Dmitry_Gorshkov	33	Russia	2000	10/1/00	Waterpolo	0	1	0	1
Bridgette_Gusterson	27	Australia	2000	10/1/00	Waterpolo	1	0	0	1
Simone_Hankin	27	Australia	2000	10/1/00	Waterpolo	1	0	0	1
Yvette_Higgins	22	Australia	2000	10/1/00	Waterpolo	1	0	0	1
Kate_Hooper	22	Australia	2000	10/1/00	Waterpolo	1	0	0	1
Danilo_Ikodinovic	23	Serbia_and_Montenegro	2000	10/1/00	Waterpolo	0	0	1	1
Viktor_Jelenic	29	Serbia_and_Montenegro	2000	10/1/00	Waterpolo	0	0	1	1
Courtney_Johnson	26	United_States	2000	10/1/00	Waterpolo	0	1	0	1
Tamás_Kásás	24	Hungary	2000	10/1/00	Waterpolo	1	0	0	1
Gergo_Kiss	23	Hungary	2000	10/1/00	Waterpolo	1	0	0	1
Sofiya_Konukh	20	Russia	2000	10/1/00	Waterpolo	0	0	1	1
Mariya_Korolyova	25	Russia	2000	10/1/00	Waterpolo	0	0	1	1
Zoltán_Kósz	32	Hungary	2000	10/1/00	Waterpolo	1	0	0	1
Nikolay_Kozlov	28	Russia	2000	10/1/00	Waterpolo	0	1	0	1
Nikola_Kuljaca	26	Serbia_and_Montenegro	2000	10/1/00	Waterpolo	0	0	1	1
Nataliya_Kutuzova	25	Russia	2000	10/1/00	Waterpolo	0	0	1	1
Svetlana_Kuzina	25	Russia	2000	10/1/00	Waterpolo	0	0	1	1
Ericka_Lorenz	19	United_States	2000	10/1/00	Waterpolo	0	1	0	1
Nikolay_Maksimov	27	Russia	2000	10/1/00	Waterpolo	0	1	0	1
Tamás_Märcz	26	Hungary	2000	10/1/00	Waterpolo	1	0	0	1
Bronwyn_Mayer-Smith	26	Australia	2000	10/1/00	Waterpolo	1	0	0	1
Gail_Miller	23	Australia	2000	10/1/00	Waterpolo	1	0	0	1
Melissa_Mills	26	Australia	2000	10/1/00	Waterpolo	1	0	0	1
Tamás_Molnár	25	Hungary	2000	10/1/00	Waterpolo	1	0	0	1
Heather_Moody	27	United_States	2000	10/1/00	Waterpolo	0	1	0	1
Mo_O'Toole	39	United_States	2000	10/1/00	Waterpolo	0	1	0	1
Bernice_Orwig	23	United_States	2000	10/1/00	Waterpolo	0	1	0	1
Nicolle_Payne	24	United_States	2000	10/1/00	Waterpolo	0	1	0	1
Heather_Petri	22	United_States	2000	10/1/00	Waterpolo	0	1	0	1
Tatyana_Petrova	27	Russia	2000	10/1/00	Waterpolo	0	0	1	1
